country_code,state_name,Value,county_name,year,asd_code,CV (%),week_ending,watershed_code,country_name,begin_code,short_desc,location_desc,congr_district_code,county_ansi,asd_desc,source_desc,watershed_desc,unit_desc,reference_period_desc,class_desc,prodn_practice_desc,state_fips_code,domain_desc,county_code,freq_desc,agg_level_desc,util_practice_desc,sector_desc,load_time,state_ansi,end_code,group_desc,zip_5,region_desc,domaincat_desc,state_alpha,statisticcat_desc,commodity_desc,value
9000,KENTUCKY,                 (D),,2018,,(D),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",KENTUCKY,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,21,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,21,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",KY,YIELD,CORN,
9000,LOUISIANA,195,,2018,,3.1,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",LOUISIANA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,22,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,22,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",LA,YIELD,CORN,195.0
9000,LOUISIANA,196,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",LOUISIANA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,22,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,22,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",LA,YIELD,CORN,196.0
9000,MARYLAND,196,,2018,,(L),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MARYLAND,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,24,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,24,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MD,YIELD,CORN,196.0
9000,MARYLAND,                 (D),,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MARYLAND,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,24,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,24,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MD,YIELD,CORN,
9000,MICHIGAN,                 (D),,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MICHIGAN,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,26,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,26,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MI,YIELD,CORN,
9000,MISSISSIPPI,198,,2018,,1.1,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MISSISSIPPI,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,28,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,28,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MS,YIELD,CORN,198.0
9000,MISSISSIPPI,192,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MISSISSIPPI,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,28,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,28,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MS,YIELD,CORN,192.0
9000,MISSOURI,190,,2018,,4.0,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MISSOURI,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,29,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,29,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MO,YIELD,CORN,190.0
9000,MISSOURI,192,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MISSOURI,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,29,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,29,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MO,YIELD,CORN,192.0
9000,MONTANA,179,,2018,,16.5,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MONTANA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,30,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,30,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MT,YIELD,CORN,179.0
9000,MONTANA,155,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",MONTANA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,30,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,30,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",MT,YIELD,CORN,155.0
9000,NEBRASKA,209,,2018,,4.0,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEBRASKA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,31,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,31,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NE,YIELD,CORN,209.0
9000,NEBRASKA,200,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEBRASKA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,31,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,31,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NE,YIELD,CORN,200.0
9000,NEVADA,                 (D),,2018,,(D),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEVADA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,32,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,32,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NV,YIELD,CORN,
9000,NEVADA,                 (D),,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEVADA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,32,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,32,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NV,YIELD,CORN,
9000,NEW JERSEY,                 (D),,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEW JERSEY,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,34,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,34,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NJ,YIELD,CORN,
9000,NEW MEXICO,122,,2018,,67.4,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEW MEXICO,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,35,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,35,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NM,YIELD,CORN,122.0
9000,NEW MEXICO,191,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NEW MEXICO,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,35,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,35,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NM,YIELD,CORN,191.0
9000,NORTH CAROLINA,220,,2018,,(L),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NORTH CAROLINA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,37,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,37,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",NC,YIELD,CORN,220.0
9000,NORTH DAKOTA,170,,2018,,(L),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NORTH DAKOTA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,38,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,38,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",ND,YIELD,CORN,170.0
9000,NORTH DAKOTA,194,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",NORTH DAKOTA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,38,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,38,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",ND,YIELD,CORN,194.0
9000,OHIO,                 (D),,2018,,(D),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",OHIO,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,39,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,39,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",OH,YIELD,CORN,
9000,OKLAHOMA,                 (D),,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",OKLAHOMA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,40,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,40,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",OK,YIELD,CORN,
9000,OREGON,281,,2018,,(L),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",OREGON,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,41,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,41,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",OR,YIELD,CORN,281.0
9000,OREGON,216,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",OREGON,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,41,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,41,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",OR,YIELD,CORN,216.0
9000,SOUTH DAKOTA,160,,2018,,(L),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",SOUTH DAKOTA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,46,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,46,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",SD,YIELD,CORN,160.0
9000,SOUTH DAKOTA,136,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",SOUTH DAKOTA,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,46,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,46,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",SD,YIELD,CORN,136.0
9000,TENNESSEE,                 (D),,2018,,(D),,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TENNESSEE,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,47,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,47,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",TN,YIELD,CORN,
9000,TEXAS,155,,2018,,8.0,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TEXAS,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,48,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,48,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",TX,YIELD,CORN,155.0
9000,TEXAS,153,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TEXAS,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,48,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,48,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",TX,YIELD,CORN,153.0
9000,UTAH,224,,2018,,7.2,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",UTAH,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,49,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,49,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",UT,YIELD,CORN,224.0
9000,UTAH,185,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",UTAH,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,49,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,49,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",UT,YIELD,CORN,185.0
9000,WASHINGTON,192,,2018,,21.1,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",WASHINGTON,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,53,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,53,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",WA,YIELD,CORN,192.0
9000,WASHINGTON,194,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",WASHINGTON,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,53,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,53,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",WA,YIELD,CORN,194.0
9000,WYOMING,178,,2018,,3.0,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",WYOMING,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,56,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2018-02-01 00:00:00.000,56,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",WY,YIELD,CORN,178.0
9000,WYOMING,141,,2013,,,,00000000,UNITED STATES,00,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",WYOMING,,,,CENSUS,,BU / ACRE,YEAR,ALL CLASSES,IRRIGATED,56,"IRRIGATION METHOD, PRIMARY",,ANNUAL,STATE,GRAIN,CROPS,2012-12-31 00:00:00.000,56,00,FIELD CROPS,,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",WY,YIELD,CORN,141.0
