watershed_code,state_fips_code,domain_desc,CV (%),end_code,state_name,country_name,class_desc,agg_level_desc,Value,freq_desc,begin_code,short_desc,zip_5,prodn_practice_desc,state_alpha,country_code,year,asd_desc,source_desc,county_code,region_desc,asd_code,county_ansi,group_desc,county_name,domaincat_desc,load_time,sector_desc,unit_desc,week_ending,reference_period_desc,location_desc,util_practice_desc,statisticcat_desc,commodity_desc,state_ansi,watershed_desc,congr_district_code,value
00000000,29,"IRRIGATION METHOD, PRIMARY",,00,MISSOURI,UNITED STATES,ALL CLASSES,STATE,67,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,MO,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,MISSOURI,ALL UTILIZATION PRACTICES,YIELD,WHEAT,29,,,67.0
00000000,30,"IRRIGATION METHOD, PRIMARY",8.6,00,MONTANA,UNITED STATES,ALL CLASSES,STATE,70,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,MT,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,MONTANA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,30,,,70.0
00000000,30,"IRRIGATION METHOD, PRIMARY",,00,MONTANA,UNITED STATES,ALL CLASSES,STATE,61,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,MT,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,MONTANA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,30,,,61.0
00000000,31,"IRRIGATION METHOD, PRIMARY",12.7,00,NEBRASKA,UNITED STATES,ALL CLASSES,STATE,57,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NE,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEBRASKA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,31,,,57.0
00000000,31,"IRRIGATION METHOD, PRIMARY",,00,NEBRASKA,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NE,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEBRASKA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,31,,,
00000000,32,"IRRIGATION METHOD, PRIMARY",5.8,00,NEVADA,UNITED STATES,ALL CLASSES,STATE,99,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NV,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEVADA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,32,,,99.0
00000000,32,"IRRIGATION METHOD, PRIMARY",,00,NEVADA,UNITED STATES,ALL CLASSES,STATE,106,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NV,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEVADA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,32,,,106.0
00000000,35,"IRRIGATION METHOD, PRIMARY",37.4,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,86,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NM,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,86.0
00000000,35,"IRRIGATION METHOD, PRIMARY",,00,NEW MEXICO,UNITED STATES,ALL CLASSES,STATE,66,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,NM,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,NEW MEXICO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,35,,,66.0
00000000,38,"IRRIGATION METHOD, PRIMARY",2.9,00,NORTH DAKOTA,UNITED STATES,ALL CLASSES,STATE,72,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,ND,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,NORTH DAKOTA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,38,,,72.0
00000000,38,"IRRIGATION METHOD, PRIMARY",,00,NORTH DAKOTA,UNITED STATES,ALL CLASSES,STATE,73,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,ND,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,NORTH DAKOTA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,38,,,73.0
00000000,40,"IRRIGATION METHOD, PRIMARY",(L),00,OKLAHOMA,UNITED STATES,ALL CLASSES,STATE,40,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,OK,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,OKLAHOMA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,40,,,40.0
00000000,40,"IRRIGATION METHOD, PRIMARY",,00,OKLAHOMA,UNITED STATES,ALL CLASSES,STATE,29,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,OK,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,OKLAHOMA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,40,,,29.0
00000000,41,"IRRIGATION METHOD, PRIMARY",9.0,00,OREGON,UNITED STATES,ALL CLASSES,STATE,113,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,OR,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,OREGON,ALL UTILIZATION PRACTICES,YIELD,WHEAT,41,,,113.0
00000000,41,"IRRIGATION METHOD, PRIMARY",,00,OREGON,UNITED STATES,ALL CLASSES,STATE,103,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,OR,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,OREGON,ALL UTILIZATION PRACTICES,YIELD,WHEAT,41,,,103.0
00000000,46,"IRRIGATION METHOD, PRIMARY",,00,SOUTH DAKOTA,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,SD,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,SOUTH DAKOTA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,46,,,
00000000,48,"IRRIGATION METHOD, PRIMARY",28.2,00,TEXAS,UNITED STATES,ALL CLASSES,STATE,61,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,TX,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,TEXAS,ALL UTILIZATION PRACTICES,YIELD,WHEAT,48,,,61.0
00000000,48,"IRRIGATION METHOD, PRIMARY",,00,TEXAS,UNITED STATES,ALL CLASSES,STATE,52,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,TX,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,TEXAS,ALL UTILIZATION PRACTICES,YIELD,WHEAT,48,,,52.0
00000000,49,"IRRIGATION METHOD, PRIMARY",11.4,00,UTAH,UNITED STATES,ALL CLASSES,STATE,105,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,UT,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,UTAH,ALL UTILIZATION PRACTICES,YIELD,WHEAT,49,,,105.0
00000000,49,"IRRIGATION METHOD, PRIMARY",,00,UTAH,UNITED STATES,ALL CLASSES,STATE,109,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,UT,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,UTAH,ALL UTILIZATION PRACTICES,YIELD,WHEAT,49,,,109.0
00000000,51,"IRRIGATION METHOD, PRIMARY",(L),00,VIRGINIA,UNITED STATES,ALL CLASSES,STATE,80,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,VA,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,VIRGINIA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,51,,,80.0
00000000,53,"IRRIGATION METHOD, PRIMARY",0.5,00,WASHINGTON,UNITED STATES,ALL CLASSES,STATE,125,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,WA,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,WASHINGTON,ALL UTILIZATION PRACTICES,YIELD,WHEAT,53,,,125.0
00000000,53,"IRRIGATION METHOD, PRIMARY",,00,WASHINGTON,UNITED STATES,ALL CLASSES,STATE,118,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,WA,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,WASHINGTON,ALL UTILIZATION PRACTICES,YIELD,WHEAT,53,,,118.0
00000000,56,"IRRIGATION METHOD, PRIMARY",(D),00,WYOMING,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,WY,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,WYOMING,ALL UTILIZATION PRACTICES,YIELD,WHEAT,56,,,
00000000,56,"IRRIGATION METHOD, PRIMARY",,00,WYOMING,UNITED STATES,ALL CLASSES,STATE,73,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,WY,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (GRAVITY)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,WYOMING,ALL UTILIZATION PRACTICES,YIELD,WHEAT,56,,,73.0
00000000,01,"IRRIGATION METHOD, PRIMARY",12.8,00,ALABAMA,UNITED STATES,ALL CLASSES,STATE,78,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AL,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,ALABAMA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,01,,,78.0
00000000,01,"IRRIGATION METHOD, PRIMARY",,00,ALABAMA,UNITED STATES,ALL CLASSES,STATE,79,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AL,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,ALABAMA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,01,,,79.0
00000000,02,"IRRIGATION METHOD, PRIMARY",(D),00,ALASKA,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AK,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,ALASKA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,02,,,
00000000,04,"IRRIGATION METHOD, PRIMARY",(D),00,ARIZONA,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AZ,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,ARIZONA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,04,,,
00000000,04,"IRRIGATION METHOD, PRIMARY",,00,ARIZONA,UNITED STATES,ALL CLASSES,STATE,91,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AZ,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,ARIZONA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,04,,,91.0
00000000,05,"IRRIGATION METHOD, PRIMARY",,00,ARKANSAS,UNITED STATES,ALL CLASSES,STATE,65,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,AR,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,ARKANSAS,ALL UTILIZATION PRACTICES,YIELD,WHEAT,05,,,65.0
00000000,06,"IRRIGATION METHOD, PRIMARY",5.4,00,CALIFORNIA,UNITED STATES,ALL CLASSES,STATE,103,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,CA,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,CALIFORNIA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,06,,,103.0
00000000,06,"IRRIGATION METHOD, PRIMARY",,00,CALIFORNIA,UNITED STATES,ALL CLASSES,STATE,110,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,CA,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,CALIFORNIA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,06,,,110.0
00000000,08,"IRRIGATION METHOD, PRIMARY",9.0,00,COLORADO,UNITED STATES,ALL CLASSES,STATE,73,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,CO,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,COLORADO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,08,,,73.0
00000000,08,"IRRIGATION METHOD, PRIMARY",,00,COLORADO,UNITED STATES,ALL CLASSES,STATE,64,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,CO,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,COLORADO,ALL UTILIZATION PRACTICES,YIELD,WHEAT,08,,,64.0
00000000,10,"IRRIGATION METHOD, PRIMARY",3.1,00,DELAWARE,UNITED STATES,ALL CLASSES,STATE,78,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,DE,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,DELAWARE,ALL UTILIZATION PRACTICES,YIELD,WHEAT,10,,,78.0
00000000,10,"IRRIGATION METHOD, PRIMARY",,00,DELAWARE,UNITED STATES,ALL CLASSES,STATE,68,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,DE,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,DELAWARE,ALL UTILIZATION PRACTICES,YIELD,WHEAT,10,,,68.0
00000000,12,"IRRIGATION METHOD, PRIMARY",,00,FLORIDA,UNITED STATES,ALL CLASSES,STATE,                 (D),ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,FL,9000,2013,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2012-12-31 00:00:00.000,CROPS,BU / ACRE,,YEAR,FLORIDA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,12,,,
00000000,13,"IRRIGATION METHOD, PRIMARY",11.5,00,GEORGIA,UNITED STATES,ALL CLASSES,STATE,68,ANNUAL,00,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",,IRRIGATED,GA,9000,2018,,CENSUS,,,,,FIELD CROPS,,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00.000,CROPS,BU / ACRE,,YEAR,GEORGIA,ALL UTILIZATION PRACTICES,YIELD,WHEAT,13,,,68.0
